time,open,high,low,close,cycle_day,dcl_event,dcl_price,translation,timing_code,cycle_fail,degree,Cycle low,BTC 50 SMA,200-Week SMA,AB4 Entry,MTF SMA,LT Fast TL,LT Slow TL,BP Entry,MIXED Watch,LT Exit,Time Stop,IBIT Disabled,CT1 Cross,CT2 Cross,CT3 Cross,CT4 Distribution,IWM CT3 Warning,QQQ LT+ST Entry,QQQ LOI Caution,LT Fast TL,LT Slow TL,Fast Trackline,Slow Trackline,Green T,Yellow T,Red T,B Exhaust,Fast Trackline,B Exhaust,Fast Trackline,Yellow T,DOI Score (0-10),LOI,VLT SRI Bias,T1 Trim 25%,T2 Trim 50%,T3 Trim 75%,VLT Peak,EXIT — LOI Rollover,CT4 Distribution,ATR,LOI,Acc,Deep Acc,Trim 25%,Trim 50%,Trim 75%,Acc Enter,Deep Enter,Acc Bounce,Deep Bounce,Trim 25%,Trim 50%,Trim 75%,Exit 100%,CT4 Dist,IWM Trim,VLT SRI Bias Histogram,ST SRI Bias Histogram,LT SRI Bias Histogram,F_net,Primary (STRF/LQD),Credit (STRC x0.5),Friction (STABLE x0.4),Self (MSTR x0.3),Multiplier,dF_net (ROC),dF_net_5bar (momentum),Into Bear,Into Bull,Into Strong Bear,Bounce Exhaustion,VLT Reversal Support,VLT Reversal Robust Fit,VLT Reversal Resistance,VLT Fast Trackline,VLT Slow Trackline,VLT Stage 4 to 1,VLT Stage 1 to 2,VLT Stage 2 to 3,VLT Stage 3 to 4,ST Reversal Support,ST Reversal Robust Fit,ST Reversal Resistance,ST Fast Trackline,ST Slow Trackline,ST Stage 4 to 1,ST Stage 1 to 2,ST Stage 2 to 3,ST Stage 3 to 4,LT Reversal Support,LT Reversal Robust Fit,LT Reversal Resistance,LT Fast Trackline,LT Slow Trackline,LT Stage 4 to 1,LT Stage 1 to 2,LT Stage 2 to 3,LT Stage 3 to 4,STH MVRV,MVRV SMA,%K,%D,MTF RSI,Short-Term Risk Score
1625356800,2227.8075,2388.85,2190.8325,2323.875,22,0,,,1,0,1,0,36618.60559999999,564.5957125000001,0,564.5957125000001,2267.634488495302,2822.3714168508395,0,0,0,0,0,0,0,0,0,0,0,0,2267.634488495302,2822.3714168508395,2267.634488495302,,0,0,0,0,2267.634488495302,0,2267.634488495302,0,1,17.00898040255258,16.23906876065531,0,0,0,0,0,0,215.58740589849813,17.00898040255258,-45,-65,40,60,80,,,,,,,,,,,15,40,-10,0.3,0,0,0,0.3,1,0,-5.551115123125783e-17,0,0,0,0,1988.675465469516,2571.5514941176507,2571.5514941176507,2208.7061458969642,1900.140950410443,0,0,0,0,2163.0574823933407,2304.5808235294144,2446.104164665488,2309.3215585723965,2101.1833278643658,0,0,0,0,1614.4269646794887,1985.6922235294114,2356.957482379334,2267.634488495302,2822.3714168508395,0,0,0,0,1.559665577041731,,,,,0.4389444788435664
1625443200,2322.965,2324.1075,2158.5125,2198.0375,23,0,,,1,1,1,0,36363.79479999999,564.5957125000001,0,564.5957125000001,2267.634488495302,2822.3714168508395,0,0,0,0,0,0,0,0,0,0,0,0,2267.634488495302,2822.3714168508395,2267.634488495302,,0,0,0,0,2267.634488495302,0,2267.634488495302,0,1,20.59287595428775,16.23906876065531,0,0,0,0,0,0,212.01651976289116,20.59287595428775,-45,-65,40,60,80,,,,,,,,,,,10,20,-15,0.18,0,0,0,0.18,1,-0.12,-0.12000000000000005,0,0,0,0,1937.9374873265335,2510.770664705883,2510.770664705883,2208.7061458969642,1900.140950410443,0,0,0,0,2176.3225772494884,2279.2932588235285,2279.2932588235285,2270.8829769172094,2101.1833278643658,0,0,0,0,1678.324906714368,2012.8926294117655,2012.8926294117655,2267.634488495302,2822.3714168508395,0,0,0,0,1.5267410388845375,,4.890632267474078,3.912064683255894,51.28468653556234,0.3975290311769098
1625529600,2197.1625,2350.0275,2195.31,2322.5525,24,0,,,1,0,1,0,36176.808799999984,564.5957125000001,0,564.5957125000001,2267.634488495302,2822.3714168508395,0,0,0,0,0,0,0,0,0,0,0,0,2267.634488495302,2822.3714168508395,2267.634488495302,,0,0,0,0,2267.634488495302,0,2267.634488495302,0,1,22.93994263795826,16.23906876065531,0,0,0,0,0,0,207.92373263697036,22.93994263795826,-45,-65,40,60,80,,,,,,,,,,,15,25,-10,0.3,0,0,0,0.3,1,0.12,0.11999999999999994,0,0,0,0,1937.9374873265335,2510.770664705883,2510.770664705883,2208.7061458969642,1900.140950410443,0,0,0,0,2207.1585397809313,2292.954729411765,2378.750919042599,2270.8829769172094,2101.1833278643658,0,0,0,0,1730.31742931335,2040.9560470588237,2351.5946648042973,2267.634488495302,2822.3714168508395,0,0,0,0,1.5267410388845375,,,,,0.41748585625994705
1625616000,2321.95,2409.595,2294.555,2315.3975,25,0,,,1,0,1,0,35996.90319999998,564.5957125000001,0,564.5957125000001,2300.0643293453477,2822.3714168508395,0,0,0,0,0,0,0,0,0,0,0,0,2300.0643293453477,2822.3714168508395,2300.0643293453477,,0,0,0,0,2300.0643293453477,0,2300.0643293453477,0,1,24.432791540479357,17.26099366669396,0,0,0,0,0,0,201.28918030575818,24.432791540479357,-45,-65,40,60,80,,,,,,,,,,,10,35,-10,0.3,0,0,0,0.3,1,0,0.27835248848369853,0,0,0,0,1897.9985408194561,2462.0782705882375,2462.0782705882375,2228.124159519048,1900.140950410443,0,0,0,0,2247.622267655586,2342.510105882354,2437.397944109122,2326.927206348369,2101.1833278643658,0,0,0,0,1797.6701413010871,2074.549617647058,2351.429093993029,2300.0643293453477,2822.3714168508395,0,0,0,0,1.5948124601226463,,,,,0.4059522589907111
1625702400,2315.3825,2325.275,2084.395,2116.275,26,0,,,1,1,1,0,35919.27039999998,564.5957125000001,0,564.5957125000001,2226.289335955973,2822.3714168508395,0,0,0,0,0,0,0,0,0,0,0,0,2226.289335955973,2822.3714168508395,2226.289335955973,,1,0,0,0,2226.289335955973,0,2226.289335955973,0,1,23.144492508324365,17.26099366669396,0,0,0,0,0,0,204.117095998204,23.144492508324365,-45,-65,40,60,80,,,,,,,,,,,5,15,-15,0.18,0,0,0,0.18,1,-0.12,-0.12000000000000005,0,0,0,0,1897.9985408194561,2462.0782705882375,2462.0782705882375,2228.124159519048,1900.140950410443,0,0,0,0,2209.06170774546,2302.671247058826,2302.671247058826,2169.4018811573505,2101.1833278643658,0,0,0,0,1778.9044679594829,2057.8246000000013,2057.8246000000013,2226.289335955973,2822.3714168508395,0,0,0,0,1.5948124601226463,,,,,0.4025846235362666
1625788800,2115.7575,2188.2025,2049.06,2146.8125,27,0,,,1,1,1,0,35782.98099999997,564.5957125000001,0,564.5957125000001,2190.44458950265,2822.3714168508395,0,0,0,0,0,0,0,0,0,0,0,0,2190.44458950265,2822.3714168508395,2190.44458950265,,0,0,0,0,2190.44458950265,1,2190.44458950265,0,1,19.12125870867875,17.26099366669396,0,0,0,0,0,0,199.47605342690372,19.12125870867875,-45,-65,40,60,80,,,,,,,,,,,10,20,-10,0.17850103438814516,0,0,0,0.17850103438814516,1,-0.0014989656118548356,-0.12149896561185489,0,0,0,0,1843.5115172118399,2403.218876470587,2403.218876470587,2228.124159519048,1900.140950410443,0,0,0,0,2154.4340759239367,2250.7108647058835,2250.7108647058835,2153.2754664008817,2101.1833278643658,0,0,0,0,1783.2154814417202,2057.4388352941164,2057.4388352941164,2190.44458950265,2822.3714168508395,0,0,0,0,1.4675620061172756,,,,,0.3676637481936148
1625875200,2147.615,2192.6325,2075.01,2110.3525,28,0,,,1,1,1,0,35706.62979999997,564.5957125000001,0,564.5957125000001,2187.7237619442244,2822.3714168508395,0,0,0,0,0,0,0,0,0,0,0,0,2187.7237619442244,2822.3714168508395,2187.7237619442244,,0,0,0,0,2187.7237619442244,0,2187.7237619442244,0,1,19.103183300029162,17.26099366669396,0,0,0,0,0,0,193.6293710392677,19.103183300029162,-45,-65,40,60,80,,,,,,,,,,,5,15,-15,0.1579302936464593,0,0,0,0.1579302936464593,1,-0.020570740741685856,-0.022069706353540747,0,0,0,0,1843.5115172118399,2403.218876470587,2403.218876470587,2228.124159519048,1900.140950410443,0,0,0,0,2076.1361092652346,2166.0129823529414,2166.0129823529414,2147.27228619418,2101.1833278643658,0,0,0,0,1766.1068713458476,2042.1036999999992,2042.1036999999992,2187.7237619442244,2822.3714168508395,0,0,0,0,1.4675620061172756,,,,,0.3731503234349984
1625961600,2111.905,2173.1025,2081.4325,2139.63,29,0,,,1,1,1,0,35641.789599999975,573.7942250000001,0,573.7942250000001,2166.7250393687264,2822.3714168508395,0,0,0,0,0,0,0,0,0,0,0,0,2166.7250393687264,2822.3714168508395,2166.7250393687264,,0,0,0,1,2166.7250393687264,0,2166.7250393687264,0,1,18.963681444979237,17.26099366669396,0,0,0,0,0,0,186.34655882217717,18.963681444979237,-45,-65,40,60,80,,,,,,,,,,,10,20,-5,0.1306788011242722,0,0,0,0.1306788011242722,1,-0.027251492522187115,-0.16932119887572786,0,0,0,0,1792.2570802307946,2351.881582352941,2351.881582352941,2228.124159519048,1900.140950410443,0,0,0,0,2013.110861715356,2106.7014470588256,2106.7014470588256,2139.31945539598,2101.1833278643658,0,0,0,0,1746.8813962749186,2024.2957647058815,2024.2957647058815,2166.7250393687264,2822.3714168508395,0,0,0,0,1.4514312982329727,,,,,0.36627279696598974
1626048000,2140.81,2168.925,2005.285,2032.5575,30,0,,,1,1,1,0,35609.75379999998,573.7942250000001,0,573.7942250000001,2094.0974952914075,2822.3714168508395,0,0,0,0,0,0,0,0,0,0,0,0,2094.0974952914075,2822.3714168508395,2094.0974952914075,,0,0,0,0,2094.0974952914075,0,2094.0974952914075,0,1,0.24146478279606298,14.66921246918611,0,0,0,0,0,0,184.72466176345026,0.24146478279606298,-45,-65,40,60,80,,,,,,,,,,,10,-15,-10,-0.18455366621992011,0,0,0,-0.18455366621992011,1,-0.3152324673441923,-0.48455366621992013,0,0,0,0,1792.2570802307946,2351.881582352941,2351.881582352941,2178.8766636401633,1900.140950410443,0,0,0,0,1966.820385135916,2065.634464705883,2065.634464705883,2068.868237317904,2101.1833278643658,0,0,0,0,1711.8900882208636,1990.6140823529413,1990.6140823529413,2094.0974952914075,2822.3714168508395,0,0,0,0,1.4514312982329727,,4.890632267474078,4.425321278013343,48.221826425732466,0.37709222539354936
1626134400,2031.735,2046.15,1916.5125,1940.3525,31,0,,,2,1,1,0,35487.51659999998,573.7942250000001,0,573.7942250000001,2007.5008629346514,2822.3714168508395,0,0,0,0,0,0,0,0,0,0,0,0,2007.5008629346514,2822.3714168508395,2007.5008629346514,,0,0,0,0,2007.5008629346514,0,2007.5008629346514,0,1,-7.9290541816419795,9.954839985096864,0,0,0,0,0,0,180.78986449463238,-7.9290541816419795,-45,-65,40,60,80,,,,,,,,,,,-25,-50,-10,-0.3,0,0,0,-0.3,1,-0.11544633378007987,-0.48,0,1,0,0,1720.3816002276744,2282.7467000000024,2282.7467000000024,2089.2969415151015,1900.140950410443,0,0,0,0,1881.5251610927587,1995.7986235294127,1995.7986235294127,1985.1810637373835,2101.1833278643658,0,0,0,0,1691.361605310854,1971.9933235294131,1971.9933235294131,2007.5008629346514,2822.3714168508395,0,0,0,0,1.307167357576723,,,,,0.36115473897495354
1626220800,1941.5075,2019.5975,1865.2775,1994.215,32,0,,,2,1,1,0,35376.033199999976,573.7942250000001,0,573.7942250000001,1959.427784877327,2822.3714168508395,0,0,0,0,0,0,0,0,0,0,0,0,1959.427784877327,2822.3714168508395,1959.427784877327,,0,0,0,0,1959.427784877327,1,1959.427784877327,0,1,-17.13023604684402,6.625521399081323,0,0,0,0,0,0,178.89915988787294,-17.13023604684402,-45,-65,40,60,80,,,,,,,,,,,5,-20,-20,-0.3,0,0,0,-0.3,1,0,-0.4785010343881452,0,0,0,0,1720.3816002276744,2282.7467000000024,2282.7467000000024,2026.0351956925942,1900.140950410443,0,0,0,0,1809.5425547142504,1934.30617647059,1934.30617647059,1948.073238461293,2101.1833278643658,0,0,0,0,1682.5002977985432,1961.5000705882353,1961.5000705882353,1959.427784877327,2822.3714168508395,0,0,0,0,1.307167357576723,,,,,0.3669392838464322
1626307200,1993.8375,2040.4675,1880.615,1917.2275,33,0,,,2,1,1,0,35226.81499999997,573.7942250000001,0,573.7942250000001,1959.427784877327,2822.3714168508395,0,0,0,0,0,0,0,0,0,0,0,0,1959.427784877327,2822.3714168508395,1959.427784877327,,0,0,0,0,1959.427784877327,0,1959.427784877327,0,1,-17.742131249078525,6.136005237293717,0,0,0,0,0,0,177.53868418159632,-17.742131249078525,-45,-65,40,60,80,,,,,,,,,,,-50,-50,-15,-0.3,0,0,0,-0.3,1,0,-0.4579302936464593,0,0,0,0,1647.383587829574,2213.5968529411757,2213.5968529411757,2016.7336986435905,1900.140950410443,0,0,0,0,1806.026433615535,1912.8508529411774,1912.8508529411774,1948.073238461293,2101.1833278643658,0,0,0,0,1682.1194517014155,1953.9756705882342,1953.9756705882342,1959.427784877327,2822.3714168508395,0,0,0,0,1.282779895148365,,,,,0.3621553640887496
1626393600,1919.32,1964.935,1848.355,1876.4275,34,0,,,2,1,1,0,35084.50899999998,573.7942250000001,0,573.7942250000001,1959.427784877327,2822.3714168508395,0,0,0,0,0,0,0,0,0,0,0,0,1959.427784877327,2822.3714168508395,1959.427784877327,,1,0,0,0,1959.427784877327,0,1959.427784877327,0,1,-17.764658231047896,6.1179836517182205,0,0,0,0,0,0,173.18449245433945,-17.764658231047896,-45,-65,40,60,80,,,,,,,,,,,-25,-40,-15,-0.3,0,0,0,-0.3,1,0,-0.4306788011242722,0,0,0,0,1647.383587829574,2213.5968529411757,2213.5968529411757,2016.3912631161572,1900.140950410443,0,0,0,0,1793.1492437229856,1888.7208705882347,1888.7208705882347,1912.054576811697,2101.1833278643658,0,0,0,0,1669.5140284939075,1939.7103117647043,1939.7103117647043,1959.427784877327,2822.3714168508395,0,0,0,0,1.282779895148365,,,,,0.3515589093261505
1626480000,1876.4475,1919.105,1846.4975,1899.1275,35,0,,,2,1,1,0,35001.25339999997,573.7942250000001,0,573.7942250000001,1946.292879564233,2822.3714168508395,0,0,0,0,0,0,0,0,0,0,0,0,1946.292879564233,2822.3714168508395,1946.292879564233,,0,0,0,0,1946.292879564233,1,1946.292879564233,0,1,-21.165175833944826,4.080532327303761,0,0,0,0,0,0,166.0004215647438,-21.165175833944826,-45,-65,40,60,80,,,,,,,,,,,-40,-80,-45,-0.18,0,0,0,-0.18,1,0.12,0.004553666219920094,0,1,0,1,1572.3280444904617,2142.2336235294133,2142.2336235294133,1977.6768161562782,1900.140950410443,0,0,0,0,1752.2842377182212,1851.1432352941142,1851.1432352941142,1909.6214640899348,2085.1054215647437,0,0,0,0,1641.5500594780904,1916.040811764703,1916.040811764703,1946.292879564233,2822.3714168508395,0,0,0,0,1.262327011765747,,,,,0.3478633758881852
