time,open,high,low,close,Effective LOI,LOI Threshold,S1 fair (MVRV 1.0x),S1 deep (MVRV 0.5x),S1 LOI floor,S3 VWAP upper,S3 VWAP lower,S3 LOI ceiling,S3 Early,S3 Watch,S3 Terminal-probable,S3 Terminal-confirmed,S1 Early,S1 Confirmed,cycle_day,dcl_event,dcl_price,translation,timing_code,cycle_fail,degree,Cycle low,BTC 50 SMA,200-Week SMA,AB4 Entry,MTF SMA,LT Fast TL,LT Slow TL,BP Entry,MIXED Watch,LT Exit,Time Stop,IBIT Disabled,CT1 Cross,CT2 Cross,CT3 Cross,CT4 Distribution,IWM CT3 Warning,QQQ LT+ST Entry,QQQ LOI Caution,LT Fast TL,LT Slow TL,Fast Trackline,Slow Trackline,Green T,Yellow T,Red T,B Exhaust,Fast Trackline,B Exhaust,Fast Trackline,Yellow T,DOI Score (0-10),LOI,VLT SRI Bias,T1 Trim 25%,T2 Trim 50%,T3 Trim 75%,VLT Peak,EXIT — LOI Rollover,CT4 Distribution,ATR,LOI,Acc,Deep Acc,Trim 25%,Trim 50%,Trim 75%,Acc Enter,Deep Enter,Acc Bounce,Deep Bounce,Trim 25%,Trim 50%,Trim 75%,Exit 100%,CT4 Dist,IWM Trim,VLT SRI Bias Histogram,ST SRI Bias Histogram,LT SRI Bias Histogram,F_net,Primary (STRF/LQD),Credit (STRC x0.5),Friction (STABLE x0.4),Self (MSTR x0.3),Multiplier,dF_net (ROC),dF_net_5bar (momentum),Into Bear,Into Bull,Into Strong Bear,Bounce Exhaustion,VLT Reversal Support,VLT Reversal Robust Fit,VLT Reversal Resistance,VLT Fast Trackline,VLT Slow Trackline,VLT Stage 4 to 1,VLT Stage 1 to 2,VLT Stage 2 to 3,VLT Stage 3 to 4,ST Reversal Support,ST Reversal Robust Fit,ST Reversal Resistance,ST Fast Trackline,ST Slow Trackline,ST Stage 4 to 1,ST Stage 1 to 2,ST Stage 2 to 3,ST Stage 3 to 4,LT Reversal Support,LT Reversal Robust Fit,LT Reversal Resistance,LT Fast Trackline,LT Slow Trackline,LT Stage 4 to 1,LT Stage 1 to 2,LT Stage 2 to 3,LT Stage 3 to 4,STH MVRV,MVRV SMA,%K,%D,MTF RSI,Short-Term Risk Score
1672252200,20.17,20.17,20.05,20.09,-15.882910242165167,-40,20.92200000000005,10.461000000000025,,,,,0,0,0,0,0,0,39,0,,,0,1,1,0,16835.46000000009,26.264800000000005,0,26.264800000000005,20.42651540702359,20.100297948889928,0,0,0,0,0,0,0,0,0,0,0,0,20.42651540702359,20.100297948889928,20.42651540702359,,0,0,0,0,20.42651540702359,0,20.42651540702359,0,0,-9.885533811412234,-2.105646210957883,0,0,0,0,0,0,0.25651540702358683,-9.885533811412234,-40,-60,10,30,50,,,,,,,,,,,-20,-35,0,-0.18,0,0,0,-0.18,1,0.12,0.12,0,1,0,0,18.519156959622,20.037482352941183,20.037482352941183,20.84296398856123,21.291283084085595,0,0,0,0,20.241272119011,20.70641176470587,20.70641176470587,20.23167118021656,20.87908398109534,0,0,0,0,20.61538569727827,21.613905882352938,21.613905882352938,20.42651540702359,20.100297948889928,0,0,0,0,0.7716231972997851,,,,,0.565145504038438
1672324200,20.47,20.75,20.47,20.74,-0.06401564399271109,-40,20.92200000000005,10.461000000000025,,,,,0,0,0,0,0,0,40,0,,,0,0,1,0,16795.26000000009,26.264800000000005,0,26.264800000000005,20.42651540702359,20.100297948889928,0,0,0,0,0,0,0,0,0,0,0,0,20.42651540702359,20.100297948889928,20.42651540702359,,0,0,0,0,20.42651540702359,0,20.42651540702359,0,0,-9.885533811412234,-2.105646210957883,0,0,0,0,0,0,0.28533573509333066,-9.885533811412234,-40,-60,10,30,50,,,,,,,,,,,0,0,15,-0.1294882453892674,0,0,0,-0.1294882453892674,1,0.050511754610732595,0.014671835037961545,0,0,0,0,18.519156959622,20.037482352941183,20.037482352941183,20.84296398856123,21.291283084085595,0,0,0,0,20.20630889768234,20.670917647058822,20.670917647058822,20.503584543588786,20.87908398109534,0,0,0,0,20.61538569727827,21.613905882352938,21.613905882352938,20.42651540702359,20.100297948889928,0,0,0,0,0.7716231972997851,,,,,0.6118140619483695
1672338600,20.73,20.75,20.705,20.71,-0.6529369265471203,-40,20.91135483870973,10.455677419354865,,,,,0,0,0,0,0,0,41,0,,,0,0,1,0,16795.26000000009,26.264800000000005,0,26.264800000000005,20.42651540702359,20.100297948889928,0,0,0,0,0,0,0,0,0,0,0,0,20.42651540702359,20.100297948889928,20.42651540702359,,0,0,0,0,20.42651540702359,0,20.42651540702359,0,0,-9.885533811412234,-2.105646210957883,0,0,0,0,0,0,0.2681688968723786,-9.885533811412234,-40,-60,10,30,50,,,,,,,,,,,-15,-15,15,-0.11128157521701611,0,0,0,-0.11128157521701611,1,0.01820667017225129,0.18296688030494568,0,0,0,0,18.69199126332144,20.16576470588236,21.63953814844328,20.84296398856123,21.291283084085595,0,0,0,0,20.172902059651353,20.63900000000001,20.63900000000001,20.556381570747472,20.87908398109534,0,0,0,0,20.596583550937012,21.558352941176455,21.558352941176455,20.42651540702359,20.100297948889928,0,0,0,0,0.7911806368171457,,,,,0.5711850699429905
1672410600,20.43,20.56,20.42,20.43,-5.882613930915895,-40,20.91135483870973,10.455677419354865,,,,,0,0,0,0,0,0,42,0,,,0,1,1,0,16810.28000000009,26.264800000000005,0,26.264800000000005,20.42651540702359,20.100297948889928,0,0,0,0,0,0,0,0,0,0,0,0,20.42651540702359,20.100297948889928,20.42651540702359,,0,0,0,0,20.42651540702359,0,20.42651540702359,0,0,-9.885533811412234,-2.105646210957883,0,0,0,0,0,0,0.26972826138149436,-9.885533811412234,-40,-60,10,30,50,,,,,,,,,,,-10,-10,15,-0.18546929202836018,0,0,0,-0.18546929202836018,1,-0.07418771681134408,0.1145307079716398,0,0,0,0,18.69199126332144,20.16576470588236,21.63953814844328,20.84296398856123,21.291283084085595,0,0,0,0,20.11662127732938,20.590070588235307,20.590070588235307,20.556381570747472,20.87908398109534,0,0,0,0,20.596583550937012,21.558352941176455,21.558352941176455,20.42651540702359,20.100297948889928,0,0,0,0,0.7911806368171457,,,,,0.5996803431466112
1672425000,20.445,20.585,20.42,20.555,-3.1733919746317056,-40,20.896838709677475,10.448419354838737,,,,,0,0,0,0,0,0,43,0,,,0,1,1,0,16810.28000000009,26.268700000000003,0,26.268700000000003,20.42651540702359,20.100297948889928,0,0,0,0,0,0,0,0,0,0,0,0,20.42651540702359,20.100297948889928,20.42651540702359,,0,0,0,0,20.42651540702359,0,20.42651540702359,0,0,-9.182732512765579,-2.105646210957883,0,0,0,0,0,0,0.2622476712828161,-9.182732512765579,-40,-60,10,30,50,,,,,,,,,,,-15,-15,20,-0.18546929202836018,0,0,0,-0.18546929202836018,1,0,0.1145307079716398,0,0,0,0,18.893640293432284,20.30256470588236,20.30256470588236,20.84296398856123,21.291283084085595,0,0,0,0,20.081854529848382,20.55929411764703,20.55929411764703,20.556381570747472,20.87908398109534,0,0,0,0,20.56408592649844,21.478141176470576,21.478141176470576,20.42651540702359,20.100297948889928,0,0,0,0,0.7875763097837237,,,,,0.5936892357156389
1672756200,20.92,21.05,20.52,20.55,-3.2709806035944453,-40,20.896838709677475,10.448419354838737,,,,,0,0,0,0,0,0,44,0,,,1,1,1,0,16785.540000000092,26.268700000000003,0,26.268700000000003,20.42651540702359,20.100297948889928,0,0,0,0,0,0,0,0,0,0,0,0,20.42651540702359,20.100297948889928,20.42651540702359,,0,0,0,0,20.42651540702359,0,20.42651540702359,0,0,-9.182732512765579,-2.105646210957883,0,0,0,0,0,0,0.2813728376197579,-9.182732512765579,-40,-60,10,30,50,,,,,,,,,,,-15,-15,15,-0.18546929202836018,0,0,0,-0.18546929202836018,1,0,-0.00546929202836019,0,0,0,0,18.893640293432284,20.30256470588236,20.30256470588236,20.84296398856123,21.291283084085595,0,0,0,0,20.05414670041733,20.53430588235294,20.53430588235294,20.556381570747472,20.87908398109534,0,0,0,0,20.56408592649844,21.478141176470576,21.478141176470576,20.42651540702359,20.100297948889928,0,0,0,0,0.7875763097837237,,87.5691357489098,89.69766250074251,46.70228086697062,0.6262255201959135
1672770600,20.58,20.67,20.525,20.63,-1.4243501441547437,-40,20.884387096774248,10.442193548387124,,,,,0,0,0,0,0,0,45,0,,,1,0,1,0,16785.540000000092,26.268700000000003,0,26.268700000000003,20.42651540702359,20.100297948889928,0,0,0,0,0,0,0,0,0,0,0,0,20.42651540702359,20.100297948889928,20.42651540702359,,0,0,0,0,20.42651540702359,0,20.42651540702359,0,0,-8.893838710597858,-2.105646210957883,0,0,0,0,0,0,0.27163192064691827,-8.893838710597858,-40,-60,10,30,50,,,,,,,,,,,-15,-15,15,-0.18546929202836018,0,0,0,-0.18546929202836018,1,0,-0.055981046639092785,0,0,0,0,18.893640293432284,20.30256470588236,20.30256470588236,20.84296398856123,21.291283084085595,0,0,0,0,20.038678408396535,20.51919999999999,20.51919999999999,20.556381570747472,20.87908398109534,0,0,0,0,20.53998903397316,21.39745882352942,21.39745882352942,20.42651540702359,20.100297948889928,0,0,0,0,0.7875763097837237,,,,,0.5517366312873874
1672842600,20.87,21.01,20.7,20.96,5.437859520735479,-40,20.884387096774248,10.442193548387124,,,,,0,0,0,0,0,0,46,0,,,1,0,1,0,16787.16000000009,26.268700000000003,0,26.268700000000003,20.42651540702359,20.100297948889928,0,0,0,0,0,0,0,0,0,0,0,0,20.42651540702359,20.100297948889928,20.42651540702359,,0,0,0,0,20.42651540702359,0,20.42651540702359,0,0,-8.893838710597858,-2.105646210957883,0,0,0,0,0,0,0.27937249774356715,-8.893838710597858,-40,-60,10,30,50,,,,,,,,,,,-10,-10,15,-0.04622618946004035,0,0,0,-0.04622618946004035,1,0.13924310256831984,0.06505538575697577,0,0,0,0,18.893640293432284,20.30256470588236,20.30256470588236,20.84296398856123,21.291283084085595,0,0,0,0,20.04007863948649,20.520517647058824,21.000956654631157,20.745033912781146,20.87908398109534,0,0,0,0,20.53998903397316,21.39745882352942,21.39745882352942,20.42651540702359,20.100297948889928,0,0,0,0,0.7875763097837237,,,,,0.6136655334215387
1672857000,20.965,21,20.805,20.95,5.19748677818572,-40,20.87219354838715,10.436096774193574,,,,,0,0,0,0,0,0,47,0,,,1,0,1,0,16787.16000000009,26.268700000000003,0,26.268700000000003,20.531654109238115,20.100297948889928,0,0,0,0,0,0,0,0,0,0,0,0,20.531654109238115,20.100297948889928,20.531654109238115,,0,0,0,0,20.531654109238115,0,20.531654109238115,0,0,-8.557697929264572,-2.105646210957883,0,0,0,0,0,0,0.2733458907618838,-8.557697929264572,-40,-60,10,30,50,,,,,,,,,,,-10,-10,15,-0.07704364910006725,0,0,0,-0.07704364910006725,1,-0.030817459640026905,0.10842564292829296,0,0,0,0,19.169517964062134,20.492682352941205,21.815846741820277,20.84296398856123,21.291283084085595,0,0,0,0,20.037600016999964,20.51804705882353,20.998494100647097,20.745033912781146,20.87908398109534,0,0,0,0,20.534988823240436,21.351388235294127,22.16778764734782,20.531654109238115,20.100297948889928,0,0,0,0,0.806175850953748,,,,,0.5862266201033887
1672929000,20.78,20.785,20.585,20.77,0.9178581839048547,-40,20.87219354838715,10.436096774193574,,,,,0,0,0,0,0,0,48,0,,,1,0,1,0,16786.66000000009,26.268700000000003,0,26.268700000000003,20.531654109238115,20.100297948889928,0,0,0,0,0,0,0,0,0,0,0,0,20.531654109238115,20.100297948889928,20.531654109238115,,0,0,0,0,20.531654109238115,0,20.531654109238115,0,0,-8.557697929264572,-2.105646210957883,0,0,0,0,0,0,0.2798926128503206,-8.557697929264572,-40,-60,10,30,50,,,,,,,,,,,-10,-10,15,-0.07704364910006725,0,0,0,-0.07704364910006725,1,0,0.10842564292829296,0,0,0,0,19.169517964062134,20.492682352941205,21.815846741820277,20.84296398856123,21.291283084085595,0,0,0,0,20.013263622678203,20.493623529411742,20.973983436145282,20.745033912781146,20.87908398109534,0,0,0,0,20.534988823240436,21.351388235294127,22.16778764734782,20.531654109238115,20.100297948889928,0,0,0,0,0.806175850953748,,,,,0.5953292187390884
