time,open,high,low,close,Fast Trackline,Slow Trackline,Green T,Yellow T,Red T,DOI Score (0-10),LOI,VLT SRI Bias,T1 Trim 25%,T2 Trim 50%,T3 Trim 75%,VLT Peak,EXIT — LOI Rollover,CT4 Distribution,ATR,Histogram,MACD,Signal line,CMF,Up Trend,Down Trend,Volume,OnBalanceVolume,MTF RSI,LOI,Acc,Deep Acc,Trim 25%,Trim 50%,Trim 75%,Acc Enter,Deep Enter,Acc Bounce,Deep Bounce,Trim 25%,Trim 50%,Trim 75%,Exit 100%,CT4 Dist,IWM Trim,VLT SRI Bias Histogram,ST SRI Bias Histogram,LT SRI Bias Histogram,F_net,Primary (STRF/LQD),Credit (STRC x0.5),Friction (STABLE x0.4),Self (MSTR x0.3),Multiplier,dF_net (ROC),dF_net_5bar (momentum),Into Bear,Into Bull,Into Strong Bear,Bounce Exhaustion,F_net,Primary (STRF/LQD),Credit (STRC x0.5),Friction (STABLE x0.4),Self (MSTR x0.3),Into Bear,Into Bull,Into Strong Bear,VLT Reversal Support,VLT Reversal Robust Fit,VLT Reversal Resistance,VLT Fast Trackline,VLT Slow Trackline,VLT Stage 4 to 1,VLT Stage 1 to 2,VLT Stage 2 to 3,VLT Stage 3 to 4,ST Reversal Support,ST Reversal Robust Fit,ST Reversal Resistance,ST Fast Trackline,ST Slow Trackline,ST Stage 4 to 1,ST Stage 1 to 2,ST Stage 2 to 3,ST Stage 3 to 4,LT Reversal Support,LT Reversal Robust Fit,LT Reversal Resistance,LT Fast Trackline,LT Slow Trackline,LT Stage 4 to 1,LT Stage 1 to 2,LT Stage 2 to 3,LT Stage 3 to 4,STH MVRV,MVRV SMA,%K,%D,MTF RSI,Short-Term Risk Score
1770696000,69475.38,69879.21,68670.39,68883.56,68747.35383203678,,0,0,0,0,-34.58206116100784,-30.63113090315272,0,0,0,0,0,0,1718.0484803359025,121.19334065614999,-441.75677831957,-562.95011897572,0.09343575835054241,65728.52136178644,,2006.2163107,995050.1233428346,43.7249368474102,-34.58206116100784,-45,-65,40,60,80,,,,,,,,,,,-15,-15,-20,-0.24513901145077105,0.23346033386190942,0.10467048775636485,-0.4,-0.3,1.5,0.05719700218180779,0.5913897587351644,0,0,0,0,-0.24513901145077105,,,,,0,0,0,72977.05932361475,80764.03301176474,80764.03301176474,69924.40394551193,100800.84172611934,0,0,0,0,62776.37823329424,66981.44602352948,66981.44602352948,69637.33294276157,75852.52298764071,0,0,0,0,70621.61727556445,78396.60390588238,78396.60390588238,68747.35383203678,88998.68833470633,0,0,0,0,0.6849677645576082,,,,,0.37705270329441926
1770710400,68888.61,69366.08,68430.76,68492.76,68747.35383203678,,1,0,0,0,-34.58206116100784,-30.63113090315272,0,0,0,0,0,0,1662.139303169053,37.234799086959356,-516.4066201170208,-553.6414192039801,0.0020302124152834743,65728.52136178644,,2247.13985113,992802.9834917047,42.30471542827338,-34.58206116100784,-45,-65,40,60,80,,,,,,,,,,,-15,-15,-20,-0.20126245258918207,0.2627113731029687,0.10467048775636485,-0.4,-0.3,1.5,0.04387655886158898,0.6410921732213396,0,0,0,0,-0.20126245258918207,,,,,0,0,0,72977.05932361475,80764.03301176474,80764.03301176474,69924.40394551193,100800.84172611934,0,0,0,0,62721.145190325675,66902.18583529409,66902.18583529409,69637.33294276157,75852.52298764071,0,0,0,0,70621.61727556445,78396.60390588238,78396.60390588238,68747.35383203678,88998.68833470633,0,0,0,0,0.6849677645576082,,,,,0.37589385960021826
1770724800,68494.65,69554.17,67888.52,69270.76,68747.35383203678,,0,0,0,0,-34.58206116100784,-30.63113090315272,0,0,0,0,0,0,1662.3900672284058,37.35688767109457,-506.9453096151119,-544.3021972862065,0.12003639072957407,65728.52136178644,,6125.03921421,998928.0227059147,46.0608463414954,-34.58206116100784,-45,-65,40,60,80,,,,,,,,,,,-15,-15,-20,-0.16626544643358393,0.28604271054003416,0.10467048775636485,-0.4,-0.3,1.5,0.03499700615559814,0.5598161975187428,0,1,0,1,-0.16626544643358393,,,,,0,1,0,72977.05932361475,80764.03301176474,80764.03301176474,69924.40394551193,100800.84172611934,0,0,0,0,62781.56103038253,66914.88141176476,66914.88141176476,69637.33294276157,75852.52298764071,0,0,0,0,70621.61727556445,78396.60390588238,78396.60390588238,68747.35383203678,88998.68833470633,0,0,0,0,0.6849677645576082,,,,,0.41439438839742593
1770739200,69273.29,69990.82,68607.3,69058.18,68747.35383203678,,0,0,0,0,-34.58206116100784,-30.63113090315272,0,0,0,0,0,0,1642.4707767120913,26.871040909482986,-510.7133961493528,-537.5844370588358,0.1133987620365901,65728.52136178644,,4638.77281081,994289.2498951047,45.195044103114924,-34.58206116100784,-45,-65,40,60,80,,,,,,,,,,,-15,-15,-10,-0.1447512289544824,0.2921904381730516,0.1754012014205505,-0.4,-0.3,1.3,0.02151421747910154,0.11476167151264816,0,0,0,0,-0.1447512289544824,,,,,0,0,0,72977.05932361475,80764.03301176474,80764.03301176474,69924.40394551193,100800.84172611934,0,0,0,0,62923.03034617371,66973.09176470593,66973.09176470593,69637.33294276157,75852.52298764071,0,0,0,0,70621.61727556445,78396.60390588238,78396.60390588238,68747.35383203678,88998.68833470633,0,0,0,0,0.6849677645576082,,,,,0.4058916718397074
1770753600,69056.46,69124.75,68324.55,68824.29,68747.35383203678,,0,0,0,0,-34.58206116100784,-30.63113090315272,0,0,0,0,0,0,1582.308578375513,8.864832243676346,-526.5033967542404,-535.3682289979167,0.11392305432542076,65728.52136178644,,2718.29105894,991570.9588361647,44.21038694766076,-34.58206116100784,-45,-65,40,60,80,,,,,,,,,,,-20,-20,-35,-0.3578944543412699,0.09765865924140016,0.09514928864490993,-0.4,-0.18,1.3,-0.21314322538678748,-0.05555844070869126,0,1,0,0,-0.47789445434126987,,,,,0,1,0,72977.05932361475,80764.03301176474,80764.03301176474,69924.40394551193,100800.84172611934,0,0,0,0,63160.754679915124,67079.31889411766,67079.31889411766,69637.33294276157,74811.68920280924,0,0,0,0,68940.16724274514,77096.60119999995,77096.60119999995,68747.35383203678,88998.68833470633,0,0,0,0,0.6849677645576082,,,,,0.39875107554436273
1770768000,68824.24,69267.15,67995.83,68161.56,68747.35383203678,,1,0,0,0,-34.58206116100784,-30.63113090315272,0,0,0,0,0,0,1560.095108491547,-40.298850055378125,-585.7417915671394,-545.4429415117613,0.07933841530169933,65728.52136178644,,2300.46369513,989270.4951410347,41.45441568604753,-34.58206116100784,-45,-65,40,60,80,,,,,,,,,,,-15,-15,-20,-0.4800014390675246,0.04724339476227603,0.15858214774151655,-0.4,-0.3,1.3,-0.12210698472625475,-0.23486242761675374,0,0,0,0,-0.4800014390675246,,,,,0,0,0,72977.05932361475,80764.03301176474,80764.03301176474,69924.40394551193,100800.84172611934,0,0,0,0,63333.34543815802,67135.82797647061,67135.82797647061,69637.33294276157,74811.68920280924,0,0,0,0,68940.16724274514,77096.60119999995,77096.60119999995,68747.35383203678,88998.68833470633,0,0,0,0,0.6849677645576082,,,,30.227767026435515,0.41358915175822336
1770782400,68163.81,68300.92,66543.48,67015.8,68747.35383203678,,0,0,0,0,-34.58206116100784,-30.63113090315272,0,0,0,0,0,0,1574.1911721707224,-137.1481886648702,-716.8781773428491,-579.7299886779789,0.04973504951100479,65728.52136178644,,3582.89960177,985687.5955392647,37.14345220754874,-34.58206116100784,-45,-65,40,60,80,,,,,,,,,,,-15,-15,-20,-0.5204652138750818,0.016117414141078177,0.15858214774151655,-0.4,-0.3,1.3,-0.040463774807557196,-0.31920276128589986,0,0,0,0,-0.5204652138750818,,,,,0,0,0,72977.05932361475,80764.03301176474,80764.03301176474,69924.40394551193,100800.84172611934,0,0,0,0,63469.11989863354,67143.20348235298,67143.20348235298,68443.41574394377,74811.68920280924,0,0,0,0,68940.16724274514,77096.60119999995,77096.60119999995,68747.35383203678,88998.68833470633,0,0,0,0,0.6849677645576082,,,,,0.4056474459983061
1770796800,67016.83,67105.12,66374.05,67047.81,68619.08823130139,,1,0,0,0,-34.60908380660846,-30.63113090315272,0,0,0,0,0,0,1513.9682313013848,-183.33385208050117,-808.8973037786054,-625.5634516981042,0.08733598909894308,65728.52136178644,,2271.31011141,987958.9056506747,37.33950546605424,-34.60908380660846,-45,-65,40,60,80,,,,,,,,,,,-15,-15,-20,-0.5393000609663714,0.0016290702247016345,0.15858214774151655,-0.4,-0.3,1.3,-0.018834847091289575,-0.3730346145327876,0,0,0,0,-0.5393000609663714,,,,,0,0,0,72977.05932361475,80764.03301176474,80764.03301176474,69924.40394551193,100800.84172611934,0,0,0,0,63656.36798371476,67180.90964705886,67180.90964705886,68013.63316697192,74811.68920280924,0,0,0,0,68940.16724274514,77096.60119999995,77096.60119999995,68619.08823130139,88998.68833470633,0,0,0,0,0.6849677645576082,,,,,0.3705933705742684
1770811200,67046.71,68790.25,65742.91,66515.43,68619.08823130139,,0,0,0,0,-34.60908380660846,-30.63113090315272,0,0,0,0,0,0,1623.4947862084284,-230.94357295721147,-914.2429178946186,-683.2993449374071,0.003569474880228502,65728.52136178644,,8989.61396719,978969.2916834847,35.36388183714125,-34.60908380660846,-45,-65,40,60,80,,,,,,,,,,,-15,-15,-20,-0.5278325180507599,0.010450257082864286,0.15858214774151655,-0.4,-0.3,1.3,0.011467542915611473,-0.38308128909627764,0,0,0,0,-0.5278325180507599,,,,,0,0,0,72977.05932361475,80764.03301176474,80764.03301176474,69924.40394551193,100800.84172611934,0,0,0,0,63843.450579051896,67205.52588235297,67205.52588235297,68013.63316697192,74811.68920280924,0,0,0,0,68940.16724274514,77096.60119999995,77096.60119999995,68619.08823130139,88998.68833470633,0,0,0,0,0.6849677645576082,,,,,0.42679243457534166
1770825600,66512.88,67841.99,65859.97,67568.85,68619.08823130139,,0,0,0,0,-34.60908380660846,-30.63113090315272,0,0,0,0,0,0,1649.1037300506837,-175.22166682234752,-902.3264284653415,-727.1047616429939,0.02952202149803528,65728.52136178644,,5707.83327172,984677.1249552047,41.912949613093126,-34.60908380660846,-45,-65,40,60,80,,,,,,,,,,,-15,-15,-10,-0.41848233231077986,0.07736856198746185,0.18093853710551971,-0.4,-0.3,1.3,0.10935018573998007,-0.060587877969510096,0,0,0,0,-0.41848233231077986,,,,,0,0,0,72977.05932361475,80764.03301176474,80764.03301176474,69924.40394551193,100800.84172611934,0,0,0,0,64122.562923813064,67312.6381176471,67312.6381176471,68013.63316697192,74811.68920280924,0,0,0,0,68940.16724274514,77096.60119999995,77096.60119999995,68619.08823130139,88998.68833470633,0,0,0,0,0.6849677645576082,,,,,0.3730531758930037
1770840000,67568.67,68323.8,66774.4,67071.06,68619.08823130139,,0,0,0,0,-34.60908380660846,-30.63113090315272,0,0,0,0,0,0,1641.982035047064,-156.24976580679015,-922.4169689014816,-766.1672030946914,-0.004427698098862245,65728.52136178644,,3753.65801725,980923.4669379547,39.85778474241181,-34.60908380660846,-45,-65,40,60,80,,,,,,,,,,,-45,-60,-40,-0.20047762187724982,0.10418015327101576,0.2440881788704297,-0.4,-0.18,1.3,0.21800471043353004,0.2795238171902747,0,0,0,0,-0.3204776218772498,,,,,0,0,0,71330.90754865546,79522.75639999997,79522.75639999997,69924.40394551193,100800.84172611934,0,0,0,0,64410.01799853309,67408.31701176474,67408.31701176474,68013.63316697192,73525.23925975143,0,0,0,0,67080.09041326694,75661.70223529424,75661.70223529424,68619.08823130139,88998.68833470633,0,0,0,0,0.6556201425364538,,,,,0.38324807227031404
1770854400,67067.58,68022.81,67034.24,67558.93,68619.08823130139,,0,0,0,0,-34.60908380660846,-30.63113090315272,0,0,0,0,0,0,1595.309746829416,-98.04795109406302,-888.7271419622703,-790.6791908682072,-0.026773720753334725,65728.52136178644,,2201.36373453,983124.8306724847,42.8172037578332,-34.60908380660846,-45,-65,40,60,80,,,,,,,,,,,-10,-25,-20,-0.3741479348913877,0.06289529710629431,0.2440881788704297,-0.4,-0.3,1.3,-0.17367031301413788,0.146317278983694,0,0,0,0,-0.3741479348913877,,,,,0,0,0,71330.90754865546,79522.75639999997,79522.75639999997,69924.40394551193,100800.84172611934,0,0,0,0,64517.00964087219,67439.94719999995,67439.94719999995,68013.63316697192,73525.23925975143,0,0,0,0,67080.09041326694,75661.70223529424,75661.70223529424,68619.08823130139,88998.68833470633,0,0,0,0,0.6556201425364538,,,,29.399082709375023,0.38569270125214694
1770868800,67557.91,67653.23,66644.69,67194.17,68619.08823130139,,0,0,0,0,-34.60908380660846,-30.63113090315272,0,0,0,0,0,0,1553.397622055886,-72.49800537408942,-881.301697585819,-808.8036922117296,0.012731579206743983,65728.52136178644,,2300.32925571,980824.5014167747,41.18543550644421,-34.60908380660846,-45,-65,40,60,80,,,,,,,,,,,-20,-35,-20,-0.36894346594638,0.06689873475630026,0.2440881788704297,-0.4,-0.3,1.3,0.005204468945007701,0.17035659501999129,0,0,0,0,-0.36894346594638,,,,,0,0,0,71330.90754865546,79522.75639999997,79522.75639999997,69924.40394551193,100800.84172611934,0,0,0,0,64682.748142072596,67492.84228235297,67492.84228235297,68013.63316697192,73525.23925975143,0,0,0,0,67080.09041326694,75661.70223529424,75661.70223529424,68619.08823130139,88998.68833470633,0,0,0,0,0.6556201425364538,,,,,0.4014705519430067
1770883200,67192.77,68271,66864.28,68072.92,68619.08823130139,,0,0,0,0,-34.60908380660846,-30.63113090315272,0,0,0,0,0,0,1542.920649051894,10.770151812104245,-795.3410024465993,-806.1111542587036,-0.003282840330792116,65728.52136178644,,1867.23188456,982691.7333013347,46.477436286747135,-34.60908380660846,-45,-65,40,60,80,,,,,,,,,,,-20,-35,-20,-0.3675302229395115,0.06952172773807803,0.2440881788704297,-0.4,-0.3,1.271280232318665,0.0014132430068685142,0.16030229511124833,0,0,0,0,-0.3675302229395115,,,,,0,0,0,71330.90754865546,79522.75639999997,79522.75639999997,69924.40394551193,100800.84172611934,0,0,0,0,65050.78330592001,67672.04602352937,67672.04602352937,68013.63316697192,73525.23925975143,0,0,0,0,67080.09041326694,75661.70223529424,75661.70223529424,68619.08823130139,88998.68833470633,0,0,0,0,0.6556201425364538,,,,,0.4167341415045944
1770897600,68065.88,68389.55,67007.5,67113.25,68619.08823130139,,0,0,0,0,-34.60908380660846,-30.63113090315272,0,0,0,0,0,0,1531.4298884053303,8.50169449371856,-795.4840361415554,-803.985730635274,-0.02717115751895644,65728.52136178644,,4097.1516577,978594.5816436347,42.029759838516334,-34.60908380660846,-45,-65,40,60,80,,,,,,,,,,,-20,-35,-20,-0.3681094647653244,0.07122443007026016,0.2440881788704297,-0.4,-0.3,1.232756180395298,-0.0005792418258129262,0.050372867545455335,0,0,0,0,-0.3681094647653244,,,,,0,0,0,71330.90754865546,79522.75639999997,79522.75639999997,69924.40394551193,100800.84172611934,0,0,0,0,65357.45643965097,67788.3249882353,67788.3249882353,68013.63316697192,73525.23925975143,0,0,0,0,67080.09041326694,75661.70223529424,75661.70223529424,68619.08823130139,88998.68833470633,0,0,0,0,0.6556201425364538,,,,,0.4047260989890291
1770912000,67119.57,67219.17,65107.17,65765.63,68619.08823130139,,0,0,0,0,-34.60908380660846,-30.63113090315272,0,0,0,0,0,0,1572.8991820906638,-72.03797915499104,-894.0332045790128,-821.9952254240218,-0.037167525674341985,65728.52136178644,,8509.69952003,970084.8821236046,36.71627069297237,-34.60908380660846,-45,-65,40,60,80,,,,,,,,,,,-10,-10,-10,-0.3913681585782019,0.029316805889887186,0.2735455709110528,-0.4,-0.3,1.1967971764225607,-0.023258693812877484,-0.19089053670095218,0,0,0,0,-0.3913681585782019,,,,,0,0,0,71330.90754865546,79522.75639999997,79522.75639999997,69924.40394551193,100800.84172611934,0,0,0,0,65534.208850010735,67803.1529647059,67803.1529647059,67166.26822902833,73525.23925975143,0,0,0,0,67080.09041326694,75661.70223529424,75661.70223529424,68619.08823130139,88998.68833470633,0,0,0,0,0.6556201425364538,,,,,0.41104293126624836
1770926400,65770.45,66458.73,65190.72,66245.7,68009.8513833699,,0,0,0,0,-35.16384465463882,-30.97225770064182,0,0,0,0,0,0,1551.1213833699017,-80.61141694674575,-922.7594966074539,-842.1480796607082,-0.06042634719708566,65728.52136178644,,3613.09432726,973697.9764508647,39.64357711228222,-35.16384465463882,-45,-65,40,60,80,,,,,,,,,,,-15,-40,-35,-0.3874489285324088,0.08314085131039986,0.09541219358205884,-0.4,-0.18,1.1683652062073788,0.003919230045793087,-0.01330099364102122,0,0,0,0,-0.5074489285324089,,,,,0,0,0,71330.90754865546,79522.75639999997,79522.75639999997,69580.54526228957,100800.84172611934,0,0,0,0,65625.09758167685,67801.8236235294,67801.8236235294,67070.28049838345,72577.94574119776,0,0,0,0,65216.45209078949,74218.13030588238,74218.13030588238,68009.8513833699,88998.68833470633,0,0,0,0,0.6556201425364538,,,,,0.38010507126282245
